content,score,at,appVersion
Every time special discount offers,5,2025-09-18 16:25:06,19.1.4
great service,5,2025-09-18 16:23:42,
Unfair and disrespectful. took my money twice and automatically redirected to some other address and phone number. when canceled no refund was given. never ordering on Zomato. cancelling my membership also,1,2025-09-18 16:23:17,
overall good 👍,4,2025-09-18 16:23:14,19.1.4
money deducted by Zomato but order not placed and don't give my money back,1,2025-09-18 16:23:13,19.1.4
Zomato is best app,5,2025-09-18 16:23:02,19.1.4
👍,5,2025-09-18 16:22:58,19.1.4
Good,5,2025-09-18 16:22:48,
superb job,3,2025-09-18 16:22:33,19.1.2
best,5,2025-09-18 16:22:12,
good,5,2025-09-18 16:21:50,19.1.6
loving experience,4,2025-09-18 16:21:13,19.1.4
good,5,2025-09-18 16:21:06,19.1.0
good one easy to access time punctual,5,2025-09-18 16:20:52,19.1.4
amazing service very user friendly.,5,2025-09-18 16:20:34,19.1.2
nice app 🙂,4,2025-09-18 16:20:15,19.1.4
delivery charges is high,5,2025-09-18 16:19:48,19.1.4
nice,3,2025-09-18 16:19:08,19.1.4
very good,5,2025-09-18 16:18:07,19.1.6
good 👍,4,2025-09-18 16:17:48,19.1.4
"Pathetic services, don't even reply to the chats. Totally inconsiderate about customers.",5,2025-09-18 16:17:34,19.1.4
good,5,2025-09-18 16:16:58,
I ordered food from Mysore well known restaurant.... the delivery executive gave the order to another people.. who wasn't me.. my amount got wasted literally and plz make sure or make rule to the delivery executive if someone paid Through online... let thm call to the person who ordered food... jst to confirm ..,2,2025-09-18 16:16:00,
it's good,5,2025-09-18 16:15:15,
good,5,2025-09-18 16:15:04,19.1.4
"the ai chatbot app is so dumb, it just keep repeating what it has to say. does not get human emotions, circumstances neither sift chat to human. What made Zomato siftbit full on it, a person has to put his head against a wall to chat with it. A classic example of too much reliance on tech without understanding.",1,2025-09-18 16:13:41,19.1.4
V good,5,2025-09-18 16:13:40,19.1.4
nice app,5,2025-09-18 16:11:33,19.1.4
worst experience on customer support they are saying to send a fresh video and there is no any option to attach or send a video of unacceptable food,1,2025-09-18 16:10:21,19.1.4
worest hunger in my life .😡😡😡1 hour 45 minutes and order cancelled by restaurant . here after I won't use Zomato and dominos Pizza .... good bye ... I will remember this hunger pain. 😡😡😡😡,1,2025-09-18 16:10:08,15.8.6
very nice 👍,5,2025-09-18 16:09:17,19.1.4
"you have a pathetic customer service. After waiting for an hour for order its cancelled and you just refunding it, now at 11:45 PM what i should do as other restaurant are not accepting order due to rain. you just have an automated reply and no option of connecting to agent.",1,2025-09-18 16:08:47,19.1.2
superstar,5,2025-09-18 16:08:34,18.9.9
fast delivery,5,2025-09-18 16:07:54,19.1.6
good,5,2025-09-18 16:07:46,19.1.4
I love it very much 😘😘,5,2025-09-18 16:07:25,19.1.6
good,5,2025-09-18 16:04:28,19.1.4
Easy to use and good choices of restaurants,4,2025-09-18 16:04:01,19.1.4
order get late for half hours but they will not refund the money and for cancellation they will charge the whole amount you paid even if it's delay from restuarant side.phir delivery boys ko bhagayege bechare gaade tez chalakar apna life risk me dalenge but they will neither take any action on resturant and keep claiming fast delivery in minutes so and so.adhe se jyada resturant overrated. company does deserve a star. 1 star only because delivery boys try their best for us.,1,2025-09-18 16:03:57,19.1.4
gr8 service.....,5,2025-09-18 16:03:06,19.1.4
i saw discount on zomato which i dint see on swiggy so rating that way.,4,2025-09-18 16:02:20,19.1.6
good,4,2025-09-18 16:01:13,19.1.4
excellent service,5,2025-09-18 16:01:05,19.1.4
good app,5,2025-09-18 16:01:04,19.1.4
food is good but the range se so high,3,2025-09-18 16:00:30,19.0.3
Amazing ❤️💯,5,2025-09-18 16:00:30,19.1.4
nice,5,2025-09-18 15:59:39,19.1.4
good time to time service because time is money,5,2025-09-18 15:58:59,
such a beautiful app and easy to use kindly try at once if you are searching for online food delevery app,5,2025-09-18 15:58:57,19.1.2
awesome,5,2025-09-18 15:58:50,
good good 👍,5,2025-09-18 15:57:38,19.1.4
better,3,2025-09-18 15:56:35,19.1.4
excellent,5,2025-09-18 15:55:33,
best experience since day one,5,2025-09-18 15:55:32,19.1.6
superb app I will still hope to give more discount😁,4,2025-09-18 15:54:17,
Very nice,1,2025-09-18 15:53:43,19.1.6
Excellent,5,2025-09-18 15:53:12,19.1.6
super app👌🏻👌🏻i like it 😊😇,5,2025-09-18 15:52:46,19.1.4
nice and fast delivery but some time delay it's fine 😍😍,5,2025-09-18 15:52:10,19.1.4
beside the delivery fee its the best,4,2025-09-18 15:52:09,19.1.4
"poor status. zoomato giving coopen , after applying rate reduced of food. also reduced rate reached at seller, and seller give less quantity of food. zoomato and seller playing well game with customer, unbelievable. I don't understand than why giving coupen or coad for rate cutting. after this type happened, tried meant time customer support but unable to reached, I was mail to official mail but no reply.",1,2025-09-18 15:51:51,19.1.4
good,5,2025-09-18 15:51:39,19.0.3
very good app,5,2025-09-18 15:50:32,19.1.4
India's Food Convenience App,5,2025-09-18 15:50:22,19.1.4
all things are good food and snacks and drinks and all are very tasty,5,2025-09-18 15:49:41,19.1.6
good one,4,2025-09-18 15:48:58,19.1.2
good,5,2025-09-18 15:48:49,19.1.2
good,5,2025-09-18 15:48:45,19.1.4
very good,5,2025-09-18 15:48:44,
zomoto is awesome App,5,2025-09-18 15:48:00,19.1.4
so good and affordable app,5,2025-09-18 15:47:57,19.1.4
I received incorrect order . when I am trying to contact support team. they are not responding and closing the support chat within seconds . rude support team . it happens many times . now I won't spare this kind of deliveries . zomato should react to this .,1,2025-09-18 15:46:20,19.1.4
Best service and food very testy,5,2025-09-18 15:45:53,17.4.7
such a gud delivery man,5,2025-09-18 15:44:17,19.1.3
very bad experience we feel seems last few days... the delivery timings experience get's worst day by day,1,2025-09-18 15:44:05,19.1.4
not able to cancel the order,1,2025-09-18 15:42:06,19.1.4
very good,5,2025-09-18 15:41:39,19.1.4
loved it,5,2025-09-18 15:39:56,19.1.4
wow sexy pani nikl gya...,5,2025-09-18 15:39:48,19.1.4
bekar se bekar,1,2025-09-18 15:38:46,19.1.4
good,4,2025-09-18 15:37:55,19.1.4
"I am a foodie and I love zomato because it's fast delivery when I am hungry ,Other people can also enjoy zomato if they have membership of gold on zomato",5,2025-09-18 15:37:21,19.1.4
awesome service till now,5,2025-09-18 15:36:36,19.1.4
"Update: what's upp with the Platform fee? what's the point of Buying Gold membership for 4years? and after you charge the restaurant an absurd fee. please get rid of it! previously 5star review: I would Vote this, The Best Food Delivery Aap in India",3,2025-09-18 15:36:20,19.1.4
good,5,2025-09-18 15:35:57,19.1.6
nice,5,2025-09-18 15:34:42,19.1.4
good delivery,5,2025-09-18 15:34:31,19.1.6
best app,5,2025-09-18 15:34:00,19.1.4
Zomato is a scam....! they were charging full fees as cancellation charge do not use zomato,1,2025-09-18 15:33:11,19.1.4
service is Best,4,2025-09-18 15:32:32,19.1.4
"This has been one of the worst experiences I’ve ever had with a food delivery platform. The service is extremely disappointing, the order was delayed beyond the promised time,and there was no proper communication or support from your team.The food arrived in cold condition,and to make matters worse,your customer support was completely unhelpful, offering only generic replies instead of resolving the issue. Zomato clearly shows no value for customers’ time, money, or satisfaction. Worst",1,2025-09-18 15:32:31,19.1.4
"Either way, you guys deliver.",4,2025-09-18 15:31:58,
good,5,2025-09-18 15:30:41,
good,5,2025-09-18 15:30:19,
Very nice app,5,2025-09-18 15:30:04,19.1.4
on time,5,2025-09-18 15:29:55,19.1.4
